"prompt_id","title","category","department","copilot_surface","environment_tags","theme","prompt_text","description","tips","difficulty","workflow_area","tags","risk_flag","usage_score","persona"
"HR-PMT-002","Review Comments Improvement","Department-Specific","HR","Chat","Licensed M365 Copilot","Performance Management","Act as a performance management specialist with expertise in organizational effectiveness. Review these performance comments for [EMPLOYEE]: [COMMENTS]. Are they specific, behavioral, and constructive? Rewrite any that are vague, subjective, or demotivating. Preserve all feedback intent. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Ensures performance feedback is actionable and development-focused.","Flag generalizations (""good job"", ""not a culture fit""); Copilot will make concrete. Useful before sharing with employees.","Beginner","Performance Management","feedback|development|documentation","High Risk","2","Analyst|HR Business Partner|L&D Specialist|Writer/Editor"
"HR-PMT-003","Calibration Guidance","Department-Specific","HR","Chat","Licensed M365 Copilot","Performance Management","Act as a performance management specialist with expertise in organizational effectiveness. Our manager gave [NUMBER] employees in [TEAM/DEPARTMENT] these ratings: [RATING_DISTRIBUTION]. Is this distribution reasonable? What patterns suggest potential bias or inconsistency?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Identifies rating distribution anomalies that signal bias or unfair assessment.","Compare to peer departments and company benchmarks; Copilot will flag outliers. Useful during calibration sessions to guide discussion.","Intermediate","Performance Management","calibration|bias-detection|fairness","High Risk","2","Analyst|HR Business Partner|Manager"
"HR-PMT-004","Succession Planning Input","Department-Specific","HR","Chat","Licensed M365 Copilot","Performance Management","Act as a performance management specialist with expertise in organizational effectiveness. For this [ROLE], identify high-potential successors from our team. Criteria: performance level, readiness, development needs, timeline to ready. Recommend development actions for top candidates. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Builds pipeline of internal talent for key positions.","Use performance and skill data; Copilot will assess readiness. Consider retention risk for top candidates; plan development carefully.","Intermediate","Performance Management","succession-planning|talent-development|retention","High Risk","2","Analyst|HR Business Partner|L&D Specialist|Manager|Planner/Strategist|Recruiter"
"HR-REC-001","Job Description Refinement","Department-Specific","HR","Chat","Licensed M365 Copilot","Talent Acquisition","Act as a senior talent acquisition strategist with expertise in inclusive hiring. Review this job description for [ROLE]. Improve clarity, accuracy, and appeal to candidates. Check for: inclusive language, clear requirements vs. nice-to-haves, and competitive positioning. Is this attractive to top talent?. Think through each element systematically before producing output. Note any assumptions made and flag areas where additional information would improve the analysis.","Strengthens job descriptions for better candidate fit and application quality.","Remove jargon; use inclusive language. Compare to external postings for competitiveness. Test with hiring manager on priorities.","Beginner","Talent Acquisition","job-descriptions|recruiting|attraction","","2","Analyst|HR Business Partner|Planner/Strategist|Recruiter"
"HR-REC-002","Screening Criteria Development","Department-Specific","HR","Chat","Licensed M365 Copilot","Talent Acquisition","Act as a senior talent acquisition strategist with expertise in inclusive hiring. For this [ROLE], create screening criteria: must-haves (deal-breakers), strong-haves (differentiate top candidates), and nice-to-haves. Format as: Criteria | Must-Have | Strong-Have | Assessment Method. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Standardizes candidate evaluation and reduces bias in screening.","Align criteria with job description and hiring manager input. Use behavioral anchors (e.g., ""managed team of 5+"") instead of subjective terms.","Intermediate","Talent Acquisition","screening|recruiting|bias-reduction","","2","Analyst|L&D Specialist|Planner/Strategist|Recruiter"
"HR-REC-003","Offer Negotiation Guidance","Department-Specific","HR","Chat","Licensed M365 Copilot","Talent Acquisition","Act as a senior talent acquisition strategist with expertise in inclusive hiring. A candidate for [ROLE] countered our offer: [COUNTER_OFFER_DETAILS]. Our target: [TARGET_SALARY/TERMS]. Provide negotiation strategy: what to concede, what to hold firm on, and how to close. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Guides offer negotiations to close strong hires while managing budget.","Know your walkaway point before negotiating; Copilot will suggest trade-offs. For confidential offers, maintain anonymity in queries.","Intermediate","Talent Acquisition","negotiation|offer-management|retention","","2","Analyst|Compensation Specialist|Planner/Strategist|Recruiter"
"HR-RES-001","Compensation Benchmarking Research","Department-Specific","HR","Agent-Research","Licensed M365 Copilot|Research Agent","Compensation & Benefits","Act as a total rewards analyst with expertise in compensation strategy and pay equity. Research market compensation for [ROLE_FAMILY] in [GEOGRAPHY]. Find: base salary range, bonus %, benefits, and trends. Include [NUMBER] credible sources (surveys, job boards, recruiters). Synthesize into a briefing. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Provides market intelligence for pay decisions and positioning.","Copilot will search; verify sources are recent (last 12 months) and credible. Use multiple sources for confidence.","Intermediate","Compensation & Benefits","market-research|benchmarking|compensation-strategy","High Risk","2","Analyst|Compensation Specialist|Executive|Planner/Strategist|Recruiter|Researcher"
"HR-RES-003","Competitor Benefits Research","Department-Specific","HR","Agent-Research","Licensed M365 Copilot|Research Agent","Compensation & Benefits","Act as a total rewards analyst with expertise in compensation strategy and pay equity. Research benefits offered by [NUMBER] competitors/peers in [INDUSTRY/GEOGRAPHY]. What's standard? What's differentiated? How do we compare? Gaps to address? Recommendations for staying competitive. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Benchmarks benefits against market to guide program decisions.","Find public information (job postings, Glassdoor, company sites); Copilot will synthesize. Look for industry trends and emerging benefits.","Intermediate","Compensation & Benefits","benefits-research|competitive-intelligence|differentiation","High Risk","2","Analyst|Compensation Specialist|Planner/Strategist|Researcher"
"HR-RES-004","Labor Market Intelligence Report","Department-Specific","HR","Agent-Research","Licensed M365 Copilot|Research Agent","Talent Acquisition","Act as a senior talent acquisition strategist with expertise in inclusive hiring. Research the labor market for [ROLE_OR_FUNCTION] in [GEOGRAPHY]: 1) Supply/Demand Analysis, 2) Compensation Benchmarks (P25/P50/P75), 3) Top Employers Competing for this talent, 4) Emerging Skills and qualifications, 5) Remote Work Market Impact, 6) Sourcing Strategy Recommendations. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Provides data-driven talent market intelligence for hiring strategy and compensation planning.","Specify experience level and key skills. Copilot will scan job boards and salary databases and LinkedIn trends. Update quarterly as market shifts rapidly.","Intermediate","Talent Acquisition","labor-market|talent|compensation|recruiting","High Risk","2","Analyst|Compensation Specialist|Planner/Strategist|Recruiter|Researcher"
"HR-XLS-001","Payroll Validation","Department-Specific","HR","Agent-Excel","Licensed M365 Copilot|Excel Agent","Compensation & Benefits","Act as a total rewards analyst with expertise in compensation strategy and pay equity. [PAYROLL_DATA in Excel: employee list with pay, deductions, taxes]. Validate: all employees paid, no duplicate payments, deductions correct, tax withholding reasonable. Flag discrepancies and missing data. Think through each element systematically before producing output. Note any assumptions made and flag areas where additional information would improve the analysis.","Catches payroll errors before processing and ensures compliance.","Run monthly as control; Copilot will flag outliers. Verify against timesheets and policy.","Beginner","Compensation & Benefits","payroll-validation|controls|accuracy","High Risk","2","Analyst|Compensation Specialist|Planner/Strategist"
"HR-XLS-003","Compensation Modeling","Department-Specific","HR","Agent-Excel","Licensed M365 Copilot|Excel Agent","Compensation & Benefits","Act as a total rewards analyst with expertise in compensation strategy and pay equity. [COMPENSATION_DATA in Excel: roles, current salary, market benchmark, tenure]. Model scenarios: market adjustment, bonus pool, equity refresh. Show impact on headcount cost and competitiveness. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Scenarios compensation changes before rollout and budget submission.","Build dynamic model; Copilot will help with formulas. Model best/worst/likely case for budget planning.","Intermediate","Compensation & Benefits","compensation-modeling|budgeting|planning","High Risk","2","Analyst|Compensation Specialist|Planner/Strategist|Researcher"
"HR-XLS-004","Benefits Tracking","Department-Specific","HR","Agent-Excel","Licensed M365 Copilot|Excel Agent","Compensation & Benefits","Act as a total rewards analyst with expertise in compensation strategy and pay equity. [BENEFITS_DATA in Excel: employee enrollment, plan costs, utilization rates, claims]. Track: participation rates, cost per employee, plan health, trends in usage. What's over/under-utilized?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Monitors benefits program performance and cost efficiency.","Match to HRIS; Copilot will validate enrollments. Use to guide benefits communication and optimization.","Beginner","Compensation & Benefits","benefits-tracking|cost-management|utilization","High Risk","2","Analyst|Compensation Specialist|HR Business Partner|Planner/Strategist"
"MKT-CMP-001","Campaign Strategy Development","Department-Specific","Marketing","Chat","Licensed M365 Copilot","Campaign & Content","Act as a senior marketing strategist with expertise in campaign performance and ROI optimization. Develop a campaign strategy for [CAMPAIGN_NAME]: goal, audience, key message, channels, timeline, and budget. Competitive landscape: [LANDSCAPE]. How will we stand out? What's the call-to-action?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Blueprints campaign execution aligned with business objectives and audience.","Define campaign goal (awareness, consideration, conversion); Copilot will structure. Validate against audience insights.","Intermediate","Campaign & Content","campaign-planning|strategy|execution","","2","Analyst|Campaign Manager|Content Strategist|Market Researcher|Planner/Strategist|Researcher|Writer/Editor"
"MKT-MKR-001","Market Research Synthesis","Department-Specific","Marketing","Chat","Licensed M365 Copilot","Market Research","Act as a market intelligence analyst with expertise in competitive analysis and customer insights. Synthesize market research on [TOPIC/MARKET]: [RESEARCH_SOURCES]. What are customer needs, pain points, buying criteria, and trends? How should this shape our strategy?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Translates research into actionable market insights and strategy.","Use primary research (surveys, interviews) and secondary (reports, articles); Copilot will synthesize. Look for signals of shifting needs.","Intermediate","Market Research","market-insights|research-synthesis|strategy","","2","Analyst|Market Researcher|Planner/Strategist|Researcher"
"MKT-MKR-002","Competitive Positioning","Department-Specific","Marketing","Chat","Licensed M365 Copilot","Market Research","Act as a market intelligence analyst with expertise in competitive analysis and customer insights. Analyze competitive landscape for [MARKET/SEGMENT]: who are competitors, their positioning, strengths/weaknesses, and market share. Where's the opportunity for us? How do we differentiate?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Identifies competitive opportunities and positions offerings for advantage.","Use public sources (websites, press, reviews) and customer feedback; Copilot will assess. Map positioning against key dimensions (price, quality, service).","Intermediate","Market Research","competitive-analysis|positioning|differentiation","","2","Analyst|Market Researcher|Researcher"
"MKT-MKR-003","Customer Segment Analysis","Department-Specific","Marketing","Chat","Licensed M365 Copilot","Market Research","Act as a market intelligence analyst with expertise in competitive analysis and customer insights. We're targeting these customer segments: [SEGMENTS]. For each, analyze: size, growth, needs, buying behavior, and willingness to pay. Recommend: which to focus on? Why?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output.","Prioritizes market segments for focus and resource allocation.","Use market research, customer data, and sales insights; Copilot will assess attractiveness. Score by size, growth, margins.","Intermediate","Market Research","segmentation|prioritization|strategy","","2","Analyst|Manager|Market Researcher|Planner/Strategist|Researcher"
"MKT-MKR-004","Pricing Strategy""","Department-Specific","Marketing","Chat","Licensed M365 Copilot","Market Research","Act as a market intelligence analyst with expertise in competitive analysis and customer insights. For [PRODUCT/SERVICE], develop pricing strategy. Current: [CURRENT_PRICING]. Competitors: [COMPETITOR_PRICES]. Customer value perception: [VALUE]. Recommend: price point, bundling, and promotional approach. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Optimizes pricing for competitive advantage and revenue growth.","Use value-based pricing where possible (not just cost+); Copilot will structure. Validate with customers before launch.","Intermediate","Market Research","pricing-strategy|revenue-optimization|competitive-positioning","","2","Analyst|Campaign Manager|Market Researcher|Planner/Strategist|Researcher"
"MKT-NTB-006","Customer Segmentation & Targeting","Department-Specific","Marketing","Notebooks","Licensed M365 Copilot|Research Agent","Market Intelligence","Act as a competitive intelligence analyst with expertise in market dynamics. Segment customer base for [PRODUCT_OR_MARKET]: 1) Segment Definition (table: Segment | Size | Revenue Contribution | Key Traits), 2) Psychographics and Behaviors, 3) Value Prop by Segment, 4) Channel Strategy by Segment, 5) Acquisition and Retention Levers. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Data-driven segmentation for targeted marketing and product development with clear activation pathways.","Provide customer data (firmographics and behavior). Copilot will cluster and characterize segments. Output drives campaign strategy and resource allocation.","Intermediate","Market Intelligence","notebooks|customer-segmentation|targeting","","2","Analyst|Campaign Manager|Designer/Creator|Planner/Strategist|Researcher"
"MKT-RES-001","Competitive Positioning Research","Department-Specific","Marketing","Agent-Research","Licensed M365 Copilot|Research Agent","Market Research","Act as a market intelligence analyst with expertise in competitive analysis and customer insights. Research competitors in [MARKET]: positioning, messaging, pricing, recent campaigns. What are they emphasizing? Where's our differentiation opportunity?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Synthesizes competitive intelligence to inform positioning strategy.","Use public sources and customer feedback; Copilot will synthesize. Monitor competitor activity regularly.","Intermediate","Market Research","competitive-intelligence|positioning|differentiation","","2","Analyst|Brand Manager|Campaign Manager|Market Researcher|Planner/Strategist|Researcher"
"MKT-RES-002","Industry Trends Research","Department-Specific","Marketing","Agent-Research","Licensed M365 Copilot|Research Agent","Market Research","Act as a market intelligence analyst with expertise in competitive analysis and customer insights. Research trends in [INDUSTRY/MARKET]: emerging technologies, customer preferences, competitive landscape changes. What should we be watching? What's an opportunity? What's a threat?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Identifies industry shifts and emerging opportunities for strategy.","Monitor industry publications, analyst reports, and customer feedback; Copilot will synthesize trends. Anticipate impact on business.","Intermediate","Market Research","trend-analysis|market-intelligence|strategy","","2","Analyst|Market Researcher|Planner/Strategist|Researcher"
"MKT-RES-003","Customer Audience Research","Department-Specific","Marketing","Agent-Research","Licensed M365 Copilot|Research Agent","Market Research","Act as a market intelligence analyst with expertise in competitive analysis and customer insights. Research your target customers for [SEGMENT]: demographics, psychographics, needs, pain points, media consumption, buying behavior. What resonates with them?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Deepens customer understanding to guide messaging and channel strategy.","Use surveys, interviews, social listening, and reviews; Copilot will synthesize. Validate assumptions with direct customer conversations.","Intermediate","Market Research","customer-research|audience-insights|personalization","","2","Analyst|Brand Manager|Campaign Manager|Designer/Creator|Market Researcher|Planner/Strategist|Researcher"
"MKT-RES-004","Content Strategy Research","Department-Specific","Marketing","Agent-Research","Licensed M365 Copilot|Research Agent","Content Strategy","Act as a content strategist with expertise in SEO and audience engagement. Research content performance in [INDUSTRY_OR_TOPIC]: 1) Top-performing content formats and channels, 2) Keyword/Topic Cluster Opportunities, 3) Competitor Content Analysis (table: Competitor | Content Type | Frequency | Engagement), 4) Audience Content Preferences, 5) Content Calendar Recommendations. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Informs content strategy with data on what works in your space and where gaps exist.","Specify target audience and business goals. Copilot will analyze competitor content and audience signals. Focus on topics where you can add unique value.","Intermediate","Content Strategy","content-strategy|SEO|competitive|marketing","","2","Admin/Coordinator|Analyst|Campaign Manager|Content Strategist|Market Researcher|Marketing Analyst|Planner/Strategist|Researcher|Writer/Editor"
"MKT-XLS-001","Campaign ROI Tracking","Department-Specific","Marketing","Agent-Excel","Licensed M365 Copilot|Excel Agent","Campaign & Content","Act as a senior marketing strategist with expertise in campaign performance and ROI optimization. [CAMPAIGN_DATA in Excel: spend by channel, impressions, clicks, conversions, revenue]. Calculate: ROI by channel, cost per conversion, payback period. Which channels are driving value?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Measures campaign effectiveness and guides budget allocation.","Connect spend to conversions and revenue; Copilot will calculate ROI. Use for channel optimization.","Beginner","Campaign & Content","ROI-tracking|performance-analytics|optimization","","2","Analyst|Campaign Manager|Content Strategist|Marketing Analyst|Planner/Strategist|Writer/Editor"
"MKT-XLS-002","Media Spend Allocation","Department-Specific","Marketing","Agent-Excel","Licensed M365 Copilot|Excel Agent","Campaign & Content","Act as a senior marketing strategist with expertise in campaign performance and ROI optimization. [SPEND_DATA in Excel: historical spend by channel and performance]. Model: if we shift [X]% budget from Channel A to Channel B, what's the impact on ROI and reach? Recommend optimal allocation. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Optimizes budget allocation based on channel performance.","Use historical performance data; Copilot will model scenarios. Validate assumptions with team.","Intermediate","Campaign & Content","budget-optimization|resource-allocation|ROI","","2","Analyst|Campaign Manager|Content Strategist|Manager|Planner/Strategist|Writer/Editor"
"MKT-XLS-003","Content Calendar Tracking","Department-Specific","Marketing","Agent-Excel","Licensed M365 Copilot|Excel Agent","Campaign & Content","Act as a senior marketing strategist with expertise in campaign performance and ROI optimization. [CONTENT_DATA in Excel: planned and published content by date, type, channel, performer (views, engagement, conversions)]. Track: publication rate, performance trends. What content resonates?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Monitors content production and performance for optimization.","Update weekly; Copilot will track trends. Use for future content planning.","Beginner","Campaign & Content","content-tracking|performance-analytics|planning","","2","Admin/Coordinator|Analyst|Campaign Manager|Content Strategist|Marketing Analyst|Planner/Strategist|Writer/Editor"
"MKT-XLS-004","Campaign ROI Calculator","Department-Specific","Marketing","Agent-Excel","Licensed M365 Copilot","Campaign Strategy","Act as a performance marketing strategist with expertise in data-driven campaign optimization. Build a campaign ROI calculator: 1) Input Sheet (spend by channel and conversion rates and average deal value), 2) Funnel Model (impressions to leads to MQLs to SQLs to closed), 3) ROI by Channel (table: Channel | Spend | Revenue | ROI % | CAC), 4) Break-even Analysis, 5) Scenario Modeling (what-if on conversion rates). Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Calculates marketing ROI with full-funnel visibility and scenario modeling for budget optimization.","Enter actual conversion rates from analytics. Copilot will build the funnel math. Conservative assumptions are better for credibility with finance.","Intermediate","Campaign Strategy","ROI|campaign|marketing-analytics|funnel","","2","Analyst|Campaign Manager|Marketing Analyst|Planner/Strategist"
"PRO-ANL-001","Procurement Savings Tracker","Department-Specific","Procurement","Agent-Analyst","Licensed M365 Copilot","Sourcing","Act as a strategic sourcing manager with expertise in supplier evaluation and category management. Analyze procurement savings data: 1) Savings by Category (table: Category | Target | Achieved | Variance), 2) Savings Type Breakdown (negotiated/demand reduction/specification change), 3) Savings Realization Rate, 4) Pipeline of In-Progress Initiatives, 5) Trend vs. Prior Periods, 6) Recommendations for remaining target. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Tracks and validates procurement savings against targets with visibility into realization rates.","Define savings calculation methodology upfront. Track both hard savings (invoice reduction) and soft savings (cost avoidance). Include validation status.","Intermediate","Sourcing","savings-tracking|procurement|analytics|KPI","","2","Analyst|Planner/Strategist|Procurement Analyst|Sourcing Specialist"
"PRO-RES-001","Supplier Intelligence Research","Department-Specific","Procurement","Agent-Research","Licensed M365 Copilot|Research Agent","Vendor Management","Act as a strategic sourcing specialist with expertise in vendor performance management. Research supplier [SUPPLIER_NAME/CATEGORY]: financial health, ownership, capabilities, certifications, customer references, risk factors. Should we diversify suppliers in this category?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Assesses supplier viability and risk for relationship and continuity planning.","Use public sources, credit reports, and customer reviews; Copilot will synthesize. Monitor for changes in supplier health.","Intermediate","Vendor Management","supplier-intelligence|risk-management|due-diligence","","2","Analyst|Planner/Strategist|Researcher|Sourcing Specialist"
"PRO-RES-002","Supplier Market Intelligence","Department-Specific","Procurement","Agent-Research","Licensed M365 Copilot|Research Agent","Sourcing","Act as a strategic sourcing manager with expertise in supplier evaluation and category management. Research the supplier market for [CATEGORY]: 1) Market Structure (concentration and barriers to entry), 2) Key Suppliers (table: Supplier | Size | Specialization | Geography | Reputation), 3) Pricing Trends and cost drivers, 4) Innovation Leaders, 5) Risk Factors (geopolitical/supply chain), 6) Recommended shortlist. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Maps the supplier landscape for strategic sourcing and risk management.","Specify volume requirements and quality standards. Copilot will scan industry databases and trade publications. Include regional alternatives for supply chain resilience.","Intermediate","Sourcing","supplier-market|sourcing|procurement|research","","2","Analyst|Planner/Strategist|Procurement Analyst|Researcher|Sourcing Specialist"
"PRO-RFP-001","RFP Development","Department-Specific","Procurement","Chat","Licensed M365 Copilot","Sourcing","Act as a strategic sourcing manager with expertise in supplier evaluation and category management. Create an RFP for [CATEGORY/SERVICE]: requirements, scope, evaluation criteria, timeline, and contract terms. What should we ask vendors to demonstrate capability and fit?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Structures vendor solicitation to ensure quality responses and fair evaluation.","Start with requirements and success criteria; Copilot will build RFP structure. Circulate to stakeholders for input.","Intermediate","Sourcing","RFP-development|sourcing|vendor-selection","","2","Analyst|Contract Manager|Planner/Strategist|Sourcing Specialist"
"PRO-SPD-001","Spend Analysis","Department-Specific","Procurement","Chat","Licensed M365 Copilot","Spend Analysis","Act as a procurement analytics specialist with expertise in spend optimization. Analyze spend for [CATEGORY]: total spend, top vendors, trends, and opportunities. Where can we reduce cost or consolidate? Any contracts expiring? Risk in this category?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Maps spending to identify optimization and risk management opportunities.","Use spend data by vendor, commodity, and time; Copilot will categorize. Identify quick wins and strategic opportunities.","Beginner","Spend Analysis","spend-analysis|cost-reduction|opportunity-identification","High Risk","2","Analyst|Contract Manager|Procurement Analyst|Sourcing Specialist"
"PRO-SPD-002","RFx Response Review","Department-Specific","Procurement","Chat","Licensed M365 Copilot","Sourcing","Act as a strategic sourcing manager with expertise in supplier evaluation and category management. We sent an RFP/RFQ for [CATEGORY]. Responses received from [NUMBER] vendors. Analyze: completeness of responses, price competitiveness, capability fit, and recommendation for next round. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Streamlines RFx evaluation and supports supplier selection decision.","Score against RFP criteria; Copilot will compare. Prepare negotiations with top vendors.","Intermediate","Sourcing","RFx-evaluation|sourcing|decision-making","High Risk","2","Analyst|Executive|Planner/Strategist|Sourcing Specialist"
"PRO-SPD-003","Spend Analysis & Category Review","Department-Specific","Procurement","Chat","Copilot Chat Only","Spend Management","Act as a procurement analytics specialist with expertise in cost optimization. Analyze spend for [CATEGORY]: 1) Total Spend Overview (by supplier and by business unit and by period), 2) Supplier Concentration (% of spend with top 5 suppliers), 3) Maverick Spend Identification, 4) Savings Opportunities, 5) Contract Compliance Rate, 6) Recommended Actions. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Identifies savings and compliance opportunities through structured spend visibility.","Export AP data for the period. Copilot will categorize and identify patterns. Focus on high-spend categories first for maximum impact.","Intermediate","Spend Management","spend-analysis|savings|procurement-analytics","High Risk","2","Analyst|Contract Manager|Procurement Analyst|Sourcing Specialist"
"PRO-VEN-001","Vendor Evaluation Scorecard","Department-Specific","Procurement","Chat","Licensed M365 Copilot","Vendor Management","Act as a strategic sourcing specialist with expertise in vendor performance management. Create a vendor evaluation scorecard for [VENDOR_ROLE]: criteria (quality, price, terms, service, innovation), weights, and rating scale. Score [VENDOR_NAMES]. Who's the best fit for [USE_CASE]?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Standardizes vendor evaluation to ensure fair comparison and good choices.","Include cost and non-cost criteria; weight by importance. Involve stakeholders in defining criteria.","Beginner","Vendor Management","vendor-evaluation|sourcing|decision-making","High Risk","2","Analyst|Executive|Planner/Strategist|Sourcing Specialist"
"PRO-VEN-002","Contract Analysis Checklist","Department-Specific","Procurement","Chat","Licensed M365 Copilot","Contract Analysis","Act as a contract analyst with expertise in commercial agreements and risk assessment. Review this vendor contract [CONTRACT]: terms, pricing, liability, IP, and termination clauses. Flag risks, unfavorable terms, and negotiation opportunities. Recommend changes for [YOUR_PRIORITY]. Think through each element systematically before producing output. Note any assumptions made and flag areas where additional information would improve the analysis.","Identifies contract risks and opportunities for negotiation.","Use company standard templates; Copilot will highlight deviations. Involve legal for complex contracts.","Intermediate","Contract Analysis","contract-review|risk-management|negotiation","High Risk","2","Analyst|Contract Manager|Planner/Strategist|Sourcing Specialist"
"PRO-VEN-003","Vendor Consolidation Strategy","Department-Specific","Procurement","Chat","Licensed M365 Copilot","Vendor Management","Act as a strategic sourcing specialist with expertise in vendor performance management. We have [NUMBER] vendors for [CATEGORY]. Consolidation opportunity: reduce count to [TARGET], increase volume discounts, and improve management. Which vendors to keep? Consolidation roadmap?. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Simplifies vendor portfolio for cost savings and relationship management.","Analyze spend, performance, and strategic fit; Copilot will recommend. Plan transition carefully to avoid disruption.","Intermediate","Vendor Management","vendor-consolidation|cost-reduction|simplification","","2","Analyst|Planner/Strategist|Procurement Analyst|Sourcing Specialist"
"PRO-VEN-004","Supplier Performance Review","Department-Specific","Procurement","Chat","Copilot Chat Only","Vendor Management","Act as a strategic sourcing specialist with expertise in vendor performance management. Conduct a supplier performance review for [SUPPLIER]: 1) Scorecard (table: KPI | Target | Actual | Trend), 2) Delivery Performance (on-time and in-full rates), 3) Quality Metrics (defect rate and returns), 4) Relationship Assessment, 5) Improvement Actions with deadlines, 6) Continuation Recommendation. Think through each element systematically before producing output. Before finalizing, verify completeness, accuracy, and actionability of your output. Note any assumptions made and flag areas where additional information would improve the analysis.","Provides a structured supplier assessment framework for quarterly business reviews.","Use actual performance data not perceptions. Compare against contract SLAs. Share the scorecard with the supplier as a collaboration tool.","Intermediate","Vendor Management","supplier-performance|scorecard|vendor-review","","2","Analyst|Manager|Planner/Strategist|Sourcing Specialist"
